,LapTimeZScore,IsPitLap,Compound,TyreLife,FreshTyre,LapNumber,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,CompoundNumeric
866,-0.16844523812715348,False,C2,2,True,15,29.5,50,991.0,False,36.2,94,6.8,2
867,-0.2149745760565044,False,C2,3,True,16,29.5,50,991.0,False,36.0,107,4.4,2
868,-0.18436911348647111,False,C2,4,True,17,29.4,49,991.0,False,35.6,101,5.6,2
869,2.0759177052466553,False,C2,5,True,18,29.4,49,991.0,False,35.6,92,4.9,2
870,2.36198278528318,False,C2,9,True,22,29.9,47,990.7,False,36.3,109,4.5,2
871,-0.11581739474104102,False,C2,13,True,26,29.8,49,990.5,False,35.9,114,5.4,2
872,-0.23586760401021847,False,C2,14,True,27,29.7,50,990.4,False,35.3,108,6.0,2
873,-0.27144221917464983,False,C2,15,True,28,29.6,49,990.5,False,35.9,111,5.8,2
874,-0.24716113263384853,False,C2,16,True,29,29.8,49,990.5,False,35.8,112,5.3,2
875,-0.2407238213183797,False,C2,17,True,30,29.8,48,990.4,False,36.4,113,5.5,2
876,-0.28951186497245757,False,C2,18,True,31,29.8,48,990.2,False,35.7,109,5.1,2
877,-0.26432729614176487,False,C2,19,True,32,29.9,49,990.2,False,35.7,116,6.3,2
878,-0.24569297391277614,False,C2,20,True,33,29.6,48,990.4,False,35.6,119,6.1,2
879,-0.3057745461904825,False,C2,21,True,34,29.7,48,990.2,False,36.7,116,6.9,2
880,-0.282396941939571,False,C2,22,True,35,29.4,48,990.2,False,36.8,101,6.6,2
881,-0.2487422266411561,True,C2,23,True,36,29.5,49,990.2,False,36.5,115,7.3,2
882,1.994830169728998,False,C2,1,True,37,29.5,49,990.2,False,36.0,105,5.3,2
883,-0.4209685381515003,False,C2,2,True,38,29.3,49,990.2,False,35.8,107,5.8,2
884,-0.2181367640711212,False,C2,3,True,39,29.4,49,990.2,False,35.8,100,5.5,2
885,-0.40256008649498365,False,C2,4,True,40,29.6,49,990.0,False,36.6,150,7.0,2
886,-0.38392576426599656,False,C2,5,True,41,30.1,47,990.2,False,37.1,115,5.1,2
887,-0.3983814809042418,False,C2,6,True,42,30.4,46,990.2,False,37.5,81,2.2,2
888,-0.4347466430723278,False,C2,7,True,43,30.6,45,989.9,False,37.3,108,6.0,2
889,-0.3776013882367646,False,C2,8,True,44,30.3,45,990.0,False,37.5,103,8.5,2
890,-0.40527053336465474,False,C2,9,True,45,30.4,46,990.0,False,37.5,100,6.6,2
891,-0.3224889685534547,False,C2,10,True,46,30.5,46,990.0,False,37.5,130,5.4,2
892,-0.36980885348646025,False,C2,11,True,47,30.5,46,990.0,False,37.2,104,6.5,2
893,-0.3530944311234896,False,C2,12,True,48,30.6,47,990.0,False,37.2,127,4.1,2
894,-0.34722179623920174,False,C2,13,True,49,30.6,46,990.0,False,37.2,106,4.5,2
895,-0.35851532486283016,False,C2,14,True,50,30.5,46,989.9,False,36.7,100,4.3,2
896,-0.3892337227191019,False,C2,15,True,51,30.5,46,990.0,False,37.2,95,4.6,2
897,-0.31108250464358944,False,C2,16,True,52,30.6,46,990.0,False,38.1,106,4.8,2
898,-0.2729103778957222,False,C2,17,True,53,30.7,46,990.0,False,38.1,110,5.3,2
899,-0.27550788947915644,True,C2,18,True,54,30.5,46,990.0,False,38.1,119,5.1,2
900,2.223637059643723,False,C4,4,False,55,30.3,45,990.0,False,37.9,102,4.6,4
901,-0.6256072768116591,False,C4,5,False,56,30.1,46,990.0,False,37.7,107,7.8,4
902,0.4813372483944613,False,C3,1,True,1,28.9,52,991.5,False,34.6,92,3.9,3
903,-0.10886255747639463,False,C3,2,True,2,28.9,51,991.5,False,34.6,149,4.1,3
904,-0.11925260381013485,False,C3,3,True,3,28.9,50,991.5,False,34.7,105,4.5,3
905,-0.2685530522145101,False,C3,4,True,4,29.0,50,991.5,False,34.7,106,5.8,3
906,-0.1194784743826069,False,C3,5,True,5,29.1,50,991.5,False,34.7,112,6.4,3
907,-0.1955968573058661,False,C3,6,True,6,28.9,50,991.2,False,34.7,110,6.6,3
908,-0.18509387568589225,False,C3,7,True,7,28.8,51,991.4,False,35.1,104,6.0,3
909,-0.13122374415118107,False,C3,8,True,8,28.9,50,991.2,False,35.3,106,5.3,3
910,-0.0975690288527662,False,C3,9,True,9,29.0,50,991.4,False,35.3,112,7.5,3
911,-0.15110035452876847,True,C3,10,True,10,29.1,51,991.2,False,35.6,99,7.0,3
912,1.9703889974199549,False,C2,1,True,11,29.1,51,991.4,False,35.9,103,4.5,2
913,-0.25850181173948034,False,C2,2,True,12,29.3,48,991.4,False,36.0,106,4.9,2
914,-0.17289686477237237,False,C2,3,True,13,29.5,49,991.0,False,36.4,94,4.4,2
915,-0.2086973505092758,False,C2,4,True,14,29.5,49,991.0,False,36.4,103,7.0,2
916,-0.2107301856615291,False,C2,5,True,15,29.5,50,991.0,False,36.2,94,6.8,2
917,-0.2241694847236477,False,C2,6,True,16,29.5,50,991.0,False,36.0,107,4.4,2
