Circuit,Strategy,MeanZScore
Hungaroring,"[8, 40]",0.15505731105804443
Hungaroring,"[13, 36]",0.15547339618206024
Hungaroring,"[14, 38]",0.1555568277835846
Hungaroring,"[16, 36]",0.1555768996477127
Hungaroring,"[15, 36]",0.1556762456893921
Hungaroring,"[16, 37]",0.15593233704566956
Hungaroring,"[14, 39]",0.1559465378522873
Hungaroring,"[13, 37]",0.15605488419532776
Hungaroring,"[8, 35]",0.15607953071594238
Hungaroring,"[15, 37]",0.15613795816898346
Hungaroring,"[27, 38]",0.1564011573791504
Hungaroring,"[28, 39]",0.15645581483840942
Hungaroring,"[18, 36]",0.156479150056839
Hungaroring,"[16, 38]",0.15656626224517822
Hungaroring,"[18, 37]",0.15660013258457184
Hungaroring,"[12, 36]",0.15664654970169067
Hungaroring,"[19, 35]",0.15673422813415527
Hungaroring,"[15, 38]",0.15679168701171875
Hungaroring,"[16, 39]",0.1568172425031662
Hungaroring,"[13, 38]",0.15684735774993896
Hungaroring,"[18, 38]",0.15693791210651398
Hungaroring,"[11, 36]",0.156938374042511
Hungaroring,"[31, 49]",0.15697839856147766
Hungaroring,"[30, 49]",0.15700092911720276
Hungaroring,"[18, 39]",0.1570628136396408
Hungaroring,"[10, 36]",0.15712741017341614
Hungaroring,"[15, 39]",0.15714268386363983
Hungaroring,"[9, 36]",0.15720559656620026
Hungaroring,"[13, 39]",0.15723708271980286
Hungaroring,"[12, 37]",0.1572667509317398
Hungaroring,"[28, 49]",0.15731841325759888
Hungaroring,"[27, 37]",0.1574079990386963
Hungaroring,"[11, 37]",0.1575585901737213
Hungaroring,"[26, 39]",0.1576520800590515
Hungaroring,"[31, 52]",0.15770888328552246
Hungaroring,"[10, 37]",0.15784573554992676
Hungaroring,"[28, 38]",0.15789897739887238
Hungaroring,"[9, 37]",0.1579238921403885
Hungaroring,"[12, 38]",0.1580592393875122
Hungaroring,"[24, 48]",0.1582241803407669
Hungaroring,"[27, 35]",0.15823513269424438
Hungaroring,"[30, 52]",0.15833717584609985
Hungaroring,"[27, 49]",0.1584004908800125
Hungaroring,"[11, 38]",0.15844914317131042
Hungaroring,"[29, 49]",0.15854403376579285
Hungaroring,"[12, 39]",0.1585470288991928
Hungaroring,"[8, 36]",0.15857495367527008
Hungaroring,"[19, 36]",0.15869328379631042
Hungaroring,"[10, 38]",0.15873628854751587
Hungaroring,"[31, 53]",0.15874052047729492
Hungaroring,"[9, 38]",0.15877513587474823
Hungaroring,"[19, 37]",0.15879416465759277
Hungaroring,"[27, 36]",0.1588166207075119
Hungaroring,"[31, 51]",0.15889422595500946
Hungaroring,"[11, 39]",0.15893691778182983
Hungaroring,"[26, 38]",0.15900832414627075
Hungaroring,"[19, 39]",0.15901780128479004
Hungaroring,"[32, 49]",0.15904724597930908
Hungaroring,"[19, 38]",0.1590873897075653
Hungaroring,"[28, 37]",0.15915338695049286
Hungaroring,"[10, 39]",0.1591847836971283
Hungaroring,"[8, 37]",0.15925393998622894
Hungaroring,"[30, 39]",0.15926618874073029
Hungaroring,"[30, 53]",0.1593131273984909
Hungaroring,"[30, 51]",0.15933598577976227
Hungaroring,"[32, 52]",0.1593492329120636
Hungaroring,"[9, 39]",0.1594311147928238
Hungaroring,"[29, 39]",0.15954208374023438
Hungaroring,"[23, 48]",0.159597247838974
Hungaroring,"[31, 54]",0.15969888865947723
Hungaroring,"[31, 50]",0.15979965031147003
Hungaroring,"[17, 48]",0.15984995663166046
Hungaroring,"[30, 50]",0.15990310907363892
Hungaroring,"[26, 37]",0.15992824733257294
Hungaroring,"[26, 35]",0.16007769107818604
Hungaroring,"[32, 53]",0.16016709804534912
Hungaroring,"[30, 54]",0.16030041873455048
Hungaroring,"[8, 38]",0.16031265258789062
Hungaroring,"[20, 35]",0.16040466725826263
Hungaroring,"[25, 39]",0.16047115623950958
Hungaroring,"[28, 52]",0.16059111058712006
Hungaroring,"[31, 55]",0.16069386899471283
Hungaroring,"[29, 52]",0.1607419103384018
Hungaroring,"[21, 35]",0.16074390709400177
Hungaroring,"[32, 51]",0.16087289154529572
Hungaroring,"[33, 49]",0.16093116998672485
Hungaroring,"[28, 36]",0.16099214553833008
Hungaroring,"[22, 48]",0.16100703179836273
Hungaroring,"[31, 39]",0.16102872788906097
Hungaroring,"[26, 36]",0.16108931601047516
Hungaroring,"[33, 52]",0.16111595928668976
Hungaroring,"[32, 54]",0.16118115186691284
Hungaroring,"[28, 51]",0.16118943691253662
Hungaroring,"[29, 38]",0.1612328141927719
Hungaroring,"[28, 50]",0.16132141649723053
Hungaroring,"[30, 55]",0.1613340973854065
Hungaroring,"[30, 38]",0.16137483716011047
Hungaroring,"[18, 48]",0.16141490638256073
Hungaroring,"[25, 38]",0.16146744787693024
Hungaroring,"[22, 35]",0.16147519648075104
Hungaroring,"[8, 39]",0.16155993938446045
Hungaroring,"[33, 53]",0.1615811139345169
Hungaroring,"[29, 51]",0.16161835193634033
Hungaroring,"[28, 53]",0.16163471341133118
Hungaroring,"[29, 53]",0.1617467999458313
Hungaroring,"[32, 50]",0.16185922920703888
Hungaroring,"[29, 50]",0.16187269985675812
Hungaroring,"[31, 56]",0.1619630753993988
Hungaroring,"[21, 37]",0.16209383308887482
Hungaroring,"[32, 55]",0.16214720904827118
Hungaroring,"[27, 52]",0.1621476709842682
Hungaroring,"[22, 39]",0.16218511760234833
Hungaroring,"[25, 35]",0.16220234334468842
Hungaroring,"[21, 39]",0.1622285097837448
Hungaroring,"[22, 38]",0.16232359409332275
Hungaroring,"[21, 38]",0.16236276924610138
Hungaroring,"[33, 54]",0.1623813658952713
Hungaroring,"[25, 37]",0.16238738596439362
Hungaroring,"[20, 36]",0.16240568459033966
Hungaroring,"[23, 39]",0.16242557764053345
Hungaroring,"[20, 37]",0.16250234842300415
Hungaroring,"[21, 36]",0.16251568496227264
Hungaroring,"[19, 48]",0.16254162788391113
Hungaroring,"[27, 50]",0.16255557537078857
Hungaroring,"[22, 37]",0.1625731885433197
Hungaroring,"[30, 56]",0.16260331869125366
Hungaroring,"[28, 54]",0.16266067326068878
Hungaroring,"[20, 39]",0.16266129910945892
Hungaroring,"[27, 51]",0.16270729899406433
Hungaroring,"[33, 51]",0.16272053122520447
Hungaroring,"[29, 54]",0.1627727895975113
Hungaroring,"[20, 38]",0.16277547180652618
Hungaroring,"[29, 37]",0.1629173308610916
Hungaroring,"[23, 35]",0.16293101012706757
Hungaroring,"[16, 48]",0.16302230954170227
Hungaroring,"[21, 48]",0.16303227841854095
Hungaroring,"[23, 38]",0.1630825698375702
Hungaroring,"[27, 53]",0.1631912738084793
Hungaroring,"[22, 36]",0.1632242649793625
Hungaroring,"[32, 56]",0.16337771713733673
Hungaroring,"[24, 39]",0.16338402032852173
Hungaroring,"[33, 55]",0.16340310871601105
Hungaroring,"[25, 36]",0.16346152126789093
Hungaroring,"[31, 57]",0.16348740458488464
Hungaroring,"[23, 37]",0.1635613888502121
Hungaroring,"[33, 50]",0.1637161672115326
Hungaroring,"[29, 55]",0.16380643844604492
Hungaroring,"[14, 48]",0.1638820767402649
Hungaroring,"[28, 55]",0.16417565941810608
Hungaroring,"[24, 38]",0.16428695619106293
Hungaroring,"[23, 36]",0.1642877608537674
Hungaroring,"[15, 48]",0.16432857513427734
Hungaroring,"[26, 49]",0.16434387862682343
Hungaroring,"[34, 52]",0.16448639333248138
Hungaroring,"[30, 57]",0.1645245999097824
Hungaroring,"[33, 56]",0.16456139087677002
Hungaroring,"[24, 35]",0.16458718478679657
Hungaroring,"[27, 54]",0.1646985560655594
Hungaroring,"[34, 49]",0.16473804414272308
Hungaroring,"[24, 37]",0.1648591309785843
Hungaroring,"[34, 53]",0.16487063467502594
Hungaroring,"[32, 57]",0.16490206122398376
Hungaroring,"[20, 48]",0.16507206857204437
Hungaroring,"[31, 58]",0.16522391140460968
Hungaroring,"[34, 54]",0.16531819105148315
Hungaroring,"[29, 56]",0.16555698215961456
Hungaroring,"[28, 56]",0.16587527096271515
Hungaroring,"[24, 36]",0.1659332811832428
Hungaroring,"[33, 57]",0.16604703664779663
Hungaroring,"[34, 51]",0.16610024869441986
Hungaroring,"[34, 55]",0.16612613201141357
Hungaroring,"[27, 55]",0.16616259515285492
Hungaroring,"[13, 48]",0.16620104014873505
Hungaroring,"[30, 58]",0.16621018946170807
Hungaroring,"[32, 58]",0.1662416011095047
Hungaroring,"[31, 59]",0.16699108481407166
Hungaroring,"[34, 50]",0.16711880266666412
Hungaroring,"[34, 56]",0.16734011471271515
Hungaroring,"[33, 58]",0.16738659143447876
Hungaroring,"[29, 57]",0.16742736101150513
Hungaroring,"[35, 52]",0.16772010922431946
Hungaroring,"[28, 57]",0.1677456498146057
Hungaroring,"[27, 56]",0.167862206697464
Hungaroring,"[30, 59]",0.16797734797000885
Hungaroring,"[32, 59]",0.16805969178676605
Hungaroring,"[35, 53]",0.16809506714344025
Hungaroring,"[35, 49]",0.16834723949432373
Hungaroring,"[35, 54]",0.16846171021461487
Hungaroring,"[26, 52]",0.16854703426361084
Hungaroring,"[31, 60]",0.1686146855354309
Hungaroring,"[34, 57]",0.1687534749507904
Hungaroring,"[33, 59]",0.1688077449798584
Hungaroring,"[26, 50]",0.1688825637102127
Hungaroring,"[35, 55]",0.16891694068908691
Hungaroring,"[26, 51]",0.16910666227340698
Hungaroring,"[29, 58]",0.1691129207611084
Hungaroring,"[35, 51]",0.16935692727565765
Hungaroring,"[28, 58]",0.16956374049186707
Hungaroring,"[32, 60]",0.1696833223104477
Hungaroring,"[30, 60]",0.16973347961902618
Hungaroring,"[27, 57]",0.16986510157585144
Hungaroring,"[35, 56]",0.16991713643074036
Hungaroring,"[34, 58]",0.1700543314218521
Hungaroring,"[26, 53]",0.17007191479206085
Hungaroring,"[31, 61]",0.17012864351272583
Hungaroring,"[25, 49]",0.1702500283718109
Hungaroring,"[33, 60]",0.17048224806785583
Hungaroring,"[35, 50]",0.17072801291942596
Hungaroring,"[29, 59]",0.17101263999938965
Hungaroring,"[32, 61]",0.17106474936008453
Hungaroring,"[30, 61]",0.171282097697258
Hungaroring,"[35, 57]",0.17138619720935822
Hungaroring,"[34, 59]",0.17147548496723175
Hungaroring,"[28, 59]",0.17149809002876282
Hungaroring,"[26, 54]",0.17152826488018036
Hungaroring,"[27, 58]",0.17171788215637207
Hungaroring,"[33, 61]",0.17186369001865387
Hungaroring,"[31, 62]",0.17198139429092407
Hungaroring,"[35, 58]",0.17261479794979095
Hungaroring,"[34, 60]",0.17275306582450867
Hungaroring,"[29, 60]",0.17280341684818268
Hungaroring,"[32, 62]",0.1728828251361847
Hungaroring,"[26, 55]",0.17299233376979828
Hungaroring,"[30, 62]",0.17338865995407104
Hungaroring,"[28, 60]",0.17354267835617065
Hungaroring,"[33, 62]",0.17354924976825714
Hungaroring,"[27, 59]",0.17390599846839905
Hungaroring,"[35, 59]",0.17399723827838898
Hungaroring,"[34, 61]",0.17418543994426727
Hungaroring,"[29, 61]",0.1746058315038681
Hungaroring,"[26, 56]",0.17482446134090424
Hungaroring,"[25, 50]",0.1748611330986023
Hungaroring,"[25, 51]",0.175085186958313
Hungaroring,"[25, 52]",0.175116628408432
Hungaroring,"[35, 60]",0.1752748042345047
Hungaroring,"[28, 61]",0.17537648975849152
Hungaroring,"[34, 62]",0.17587098479270935
Hungaroring,"[27, 60]",0.17598196864128113
Hungaroring,"[24, 49]",0.176084503531456
Hungaroring,"[35, 61]",0.1763102412223816
Hungaroring,"[25, 53]",0.17659060657024384
Hungaroring,"[29, 62]",0.17673011124134064
Hungaroring,"[26, 57]",0.17686200141906738
Hungaroring,"[23, 49]",0.17745760083198547
Hungaroring,"[28, 62]",0.17754359543323517
Hungaroring,"[27, 61]",0.1778586208820343
Hungaroring,"[35, 62]",0.17804673314094543
Hungaroring,"[25, 54]",0.17804695665836334
Hungaroring,"[17, 49]",0.17860963940620422
Hungaroring,"[26, 58]",0.17896851897239685
Hungaroring,"[22, 49]",0.17936353385448456
Hungaroring,"[25, 55]",0.17964355647563934
Hungaroring,"[27, 62]",0.17987655103206635
Hungaroring,"[18, 49]",0.1799253672361374
Hungaroring,"[24, 50]",0.180695578455925
Hungaroring,"[19, 49]",0.18103718757629395
Hungaroring,"[26, 59]",0.18118807673454285
Hungaroring,"[25, 56]",0.181510329246521
Hungaroring,"[24, 51]",0.18152447044849396
Hungaroring,"[21, 49]",0.18159866333007812
Hungaroring,"[24, 52]",0.18169164657592773
Hungaroring,"[16, 49]",0.1818358302116394
Hungaroring,"[23, 50]",0.1825818121433258
Hungaroring,"[14, 49]",0.18284715712070465
Hungaroring,"[15, 49]",0.18314291536808014
Hungaroring,"[24, 53]",0.18316559493541718
Hungaroring,"[26, 60]",0.18330691754817963
Hungaroring,"[20, 49]",0.18349429965019226
Hungaroring,"[23, 51]",0.18362057209014893
Hungaroring,"[23, 52]",0.18370993435382843
Hungaroring,"[25, 57]",0.18380166590213776
Hungaroring,"[17, 50]",0.18419086933135986
Hungaroring,"[22, 50]",0.18469764292240143
Hungaroring,"[24, 54]",0.18475447595119476
Hungaroring,"[26, 61]",0.18502070009708405
Hungaroring,"[23, 53]",0.18531642854213715
Hungaroring,"[18, 50]",0.18545277416706085
Hungaroring,"[22, 51]",0.18565858900547028
Hungaroring,"[17, 51]",0.18590590357780457
Hungaroring,"[22, 52]",0.18591710925102234
Hungaroring,"[25, 58]",0.18593959510326385
Hungaroring,"[19, 50]",0.18631534278392792
Hungaroring,"[24, 55]",0.18638572096824646
Hungaroring,"[17, 52]",0.18668900430202484
Hungaroring,"[21, 50]",0.18678854405879974
Hungaroring,"[23, 54]",0.18693996965885162
Hungaroring,"[18, 51]",0.18712495267391205
Hungaroring,"[16, 50]",0.1874179095029831
Hungaroring,"[22, 53]",0.18755823373794556
Hungaroring,"[19, 51]",0.1878577172756195
Hungaroring,"[18, 52]",0.18789781630039215
Hungaroring,"[21, 51]",0.1879892498254776
Hungaroring,"[25, 59]",0.18820200860500336
Hungaroring,"[21, 52]",0.18828238546848297
Hungaroring,"[24, 56]",0.1885063201189041
Hungaroring,"[19, 52]",0.1885877400636673
Hungaroring,"[20, 50]",0.18875752389431
Hungaroring,"[23, 55]",0.1888112723827362
Hungaroring,"[15, 50]",0.1888757348060608
Hungaroring,"[16, 51]",0.18912482261657715
Hungaroring,"[22, 54]",0.18942183256149292
Hungaroring,"[18, 53]",0.18996189534664154
Hungaroring,"[20, 51]",0.18999284505844116
Hungaroring,"[25, 60]",0.1901579648256302
Hungaroring,"[21, 53]",0.19016359746456146
Hungaroring,"[20, 52]",0.19059306383132935
Hungaroring,"[19, 53]",0.1906415820121765
Hungaroring,"[24, 57]",0.19077804684638977
Hungaroring,"[23, 56]",0.19091224670410156
Hungaroring,"[22, 55]",0.1912735402584076
Hungaroring,"[21, 54]",0.1920076161623001
Hungaroring,"[19, 54]",0.19253866374492645
Hungaroring,"[20, 53]",0.19260405004024506
Hungaroring,"[24, 58]",0.19295881688594818
Hungaroring,"[23, 57]",0.19322681427001953
Hungaroring,"[22, 56]",0.19341735541820526
Hungaroring,"[21, 55]",0.19390210509300232
Hungaroring,"[20, 54]",0.1944909244775772
Hungaroring,"[24, 59]",0.19505834579467773
Hungaroring,"[23, 58]",0.1952447146177292
Hungaroring,"[22, 57]",0.19556906819343567
Hungaroring,"[21, 56]",0.1958974301815033
Hungaroring,"[20, 55]",0.1963956505060196
Suzuka,[25],0.016171603137012238
Suzuka,[26],0.016370977691682338
Suzuka,[27],0.017116262336975916
Suzuka,[28],0.01742761125494477
Suzuka,[29],0.017855314485028737
Suzuka,[30],0.019062929935585587
Suzuka,[24],0.01983915745322337
Suzuka,[31],0.02349380884103842
Suzuka,[23],0.023506711769434474
Suzuka,[22],0.027174266085645604
Suzuka,[32],0.02907700082474472
Suzuka,[21],0.030754983327668052
Suzuka,[33],0.03366419449921955
Suzuka,[20],0.034335700569690535
Suzuka,[19],0.037916417811713
Suzuka,[34],0.03911134200221524
Suzuka,[35],0.03985207439493767
Suzuka,[18],0.04149713505373546
Suzuka,"[14, 35]",0.06855888935161014
Suzuka,"[14, 36]",0.06896430039043626
Suzuka,"[16, 35]",0.06898896847109023
Suzuka,"[17, 35]",0.0691921154262713
Suzuka,"[16, 36]",0.06919391444169645
Suzuka,"[15, 35]",0.06920993342445508
Suzuka,"[14, 37]",0.06936971142926236
Suzuka,"[17, 36]",0.06939706139687747
Suzuka,"[16, 37]",0.06939886041230263
Suzuka,"[13, 35]",0.06940141120078065
Suzuka,"[15, 36]",0.06941487939506126
Suzuka,"[18, 35]",0.06941507390085573
Suzuka,"[19, 35]",0.06942866722250822
Suzuka,"[20, 35]",0.06944226054416068
Suzuka,"[14, 31]",0.06950959702053207
Suzuka,"[14, 30]",0.069589583802468
Suzuka,"[17, 37]",0.06960200736748369
Suzuka,"[19, 36]",0.06962001987146192
Suzuka,"[18, 36]",0.06962001987146195
Suzuka,"[21, 35]",0.06962191275592512
Suzuka,"[20, 36]",0.06963361319311442
Suzuka,"[21, 36]",0.06964720651476687
Suzuka,"[14, 29]",0.06966957058440396
Suzuka,"[14, 38]",0.06970740015945791
Suzuka,"[16, 38]",0.06973654914249816
Suzuka,"[17, 38]",0.06973923102945931
Suzuka,"[13, 36]",0.0698068222396068
Suzuka,"[15, 37]",0.0698202904338874
Suzuka,"[20, 37]",0.06982496584206813
Suzuka,"[18, 37]",0.06982496584206813
Suzuka,"[19, 37]",0.06982496584206814
Suzuka,"[22, 36]",0.06982685872653131
Suzuka,"[21, 37]",0.06983855916372059
Suzuka,"[22, 37]",0.06985215248537309
Suzuka,"[14, 28]",0.06990876948170419
Suzuka,"[22, 35]",0.06991332185853179
Suzuka,"[20, 38]",0.06996218950404372
Suzuka,"[21, 38]",0.06996218950404373
Suzuka,"[18, 38]",0.06996218950404373
Suzuka,"[19, 38]",0.06996218950404376
Suzuka,"[16, 31]",0.06996686278331712
Suzuka,"[22, 38]",0.06997578282569622
Suzuka,"[14, 39]",0.07004508888965344
Suzuka,"[16, 39]",0.0700742378726937
Suzuka,"[17, 39]",0.07007691975965481
Suzuka,"[18, 39]",0.07009941316601934
Suzuka,"[21, 39]",0.07009941316601934
Suzuka,"[20, 39]",0.07009941316601935
Suzuka,"[19, 39]",0.07009941316601935
Suzuka,"[22, 39]",0.07009941316601935
Suzuka,"[13, 31]",0.07015165380148267
Suzuka,"[15, 38]",0.07015797916408291
Suzuka,"[15, 31]",0.07017423441502949
Suzuka,"[13, 37]",0.0702122332784329
Suzuka,"[16, 30]",0.07021290845536503
Suzuka,"[13, 30]",0.07021804726176614
Suzuka,"[23, 38]",0.07024259719322203
Suzuka,"[15, 30]",0.07025422119696542
Suzuka,"[23, 37]",0.07028502574301085
Suzuka,"[13, 29]",0.07029803404370207
Suzuka,"[17, 31]",0.07034966195026261
Suzuka,"[20, 40]",0.07036587766463034
Suzuka,"[22, 40]",0.07036587766463034
Suzuka,"[21, 40]",0.07036587766463034
Suzuka,"[19, 40]",0.07036587766463034
Suzuka,"[23, 39]",0.07036622753354514
Suzuka,"[13, 28]",0.07037117405089034
Suzuka,"[23, 36]",0.07037148887501132
Suzuka,"[14, 27]",0.07037607958196171
Suzuka,"[15, 39]",0.07049566789427844
Suzuka,"[15, 29]",0.07050026686901331
Suzuka,"[12, 35]",0.0705104088947458
Suzuka,"[16, 40]",0.07054116743952465
Suzuka,"[17, 40]",0.07054384932648575
Suzuka,"[13, 38]",0.07054992200862845
Suzuka,"[18, 40]",0.07056634273285026
Suzuka,"[16, 29]",0.07057071101825514
Suzuka,"[14, 32]",0.07059551663850207
Suzuka,"[23, 35]",0.07061524734598872
Suzuka,"[23, 40]",0.07061909871050367
Suzuka,"[14, 26]",0.07062264767495521
Suzuka,"[24, 39]",0.07063304190107098
Suzuka,"[13, 26]",0.0706437473211234
Suzuka,"[24, 38]",0.0706754704508598
Suzuka,"[14, 40]",0.07068244899176912
Suzuka,"[14, 33]",0.0706854379472406
Suzuka,"[17, 30]",0.0707074645131527
Suzuka,"[13, 27]",0.07072672726030564
Suzuka,"[21, 41]",0.07074409905408353
Suzuka,"[20, 41]",0.07074409905408353
Suzuka,"[22, 41]",0.07074409905408355
Suzuka,"[11, 35]",0.0707811814194668
Suzuka,"[24, 37]",0.07082965589149083
Suzuka,"[15, 28]",0.07085122265715575
Suzuka,"[18, 31]",0.0708640295274537
Suzuka,"[24, 40]",0.0708859130780295
Suzuka,"[12, 36]",0.0709158199335719
Suzuka,"[19, 41]",0.07094456412230349
Suzuka,"[15, 40]",0.07096259746110936
Suzuka,"[23, 41]",0.07099732009995686
Suzuka,"[16, 32]",0.07103918907963462
Suzuka,"[13, 39]",0.07105804127410868
Suzuka,"[12, 31]",0.07106018642722785
Suzuka,"[25, 39]",0.07106591515870873
Suzuka,"[24, 36]",0.07107341436246825
Suzuka,"[16, 33]",0.0711155170667207
Suzuka,"[16, 41]",0.07111985389719774
Suzuka,"[17, 41]",0.07112253578415885
Suzuka,"[10, 35]",0.07112417807952943
Suzuka,"[12, 30]",0.07112657988751134
Suzuka,"[11, 31]",0.07113049388372893
Suzuka,"[18, 41]",0.0711450291905234
Suzuka,"[11, 26]",0.07115152608899855
Suzuka,"[25, 40]",0.0711527274455553
Suzuka,"[11, 36]",0.07118659245829292
Suzuka,"[22, 42]",0.07119280349566712
Suzuka,"[21, 42]",0.07119280349566715
Suzuka,"[12, 29]",0.0711929733477948
Suzuka,"[11, 30]",0.07119688734401239
Suzuka,"[25, 38]",0.07122010059933975
Suzuka,"[13, 32]",0.07123757341945264
Suzuka,"[15, 32]",0.071246560711347
Suzuka,"[24, 41]",0.07125054114583024
Suzuka,"[16, 28]",0.07125121483857338
Suzuka,"[17, 32]",0.07125592935646814
Suzuka,"[12, 26]",0.07126087084426191
Suzuka,"[11, 29]",0.07126328080429586
Suzuka,"[13, 25]",0.07126579496945563
Suzuka,"[12, 28]",0.07126611335498305
Suzuka,"[10, 31]",0.07127302547557163
Suzuka,"[10, 26]",0.07128046435918885
Suzuka,"[10, 25]",0.0712951481943911
Suzuka,"[12, 37]",0.07132123097239802
Suzuka,"[11, 28]",0.07132282748983168
Suzuka,"[13, 33]",0.07132749472819122
Suzuka,"[17, 33]",0.0713322573435542
Suzuka,"[11, 25]",0.07133226881431283
Suzuka,"[15, 33]",0.07133648202008552
Suzuka,"[10, 30]",0.07133941893585509
Suzuka,"[20, 42]",0.07139326856388707
Suzuka,"[17, 29]",0.0713948151082186
Suzuka,"[10, 29]",0.07140581239613857
Suzuka,"[9, 26]",0.07140940262937909
Suzuka,"[9, 25]",0.07142408646458133
Suzuka,"[23, 42]",0.07144602454154049
Suzuka,"[12, 27]",0.07145560767428642
Suzuka,"[10, 28]",0.07146535908167435
Suzuka,"[9, 30]",0.0714819505276978
Suzuka,"[19, 31]",0.07148498666223614
Suzuka,"[11, 27]",0.07151232180913504
Suzuka,"[25, 41]",0.07151735551335603
Suzuka,"[25, 37]",0.07153158137894777
Suzuka,"[14, 25]",0.0715322708142502
Suzuka,"[14, 41]",0.07154792029684207
Suzuka,"[9, 29]",0.0715483439879813
Suzuka,"[18, 30]",0.07155138012251959
Suzuka,"[12, 25]",0.0715533704604184
Suzuka,"[18, 33]",0.07156880913979118
Suzuka,"[8, 26]",0.0715919010298345
Suzuka,"[8, 25]",0.0715929915433843
Suzuka,"[19, 42]",0.071593733632107
Suzuka,"[24, 35]",0.07160474832440838
Suzuka,"[9, 28]",0.07160789067351706
Suzuka,"[9, 31]",0.07161602213563431
Suzuka,"[9, 35]",0.0716376052748768
Suzuka,"[10, 27]",0.07164126007932524
Suzuka,"[15, 27]",0.07164808078958906
Suzuka,"[18, 32]",0.07165854004281703
Suzuka,"[24, 42]",0.07169924558741382
Suzuka,"[10, 36]",0.07170001965364028
Suzuka,"[15, 41]",0.07171171445406724
Suzuka,"[8, 29]",0.07173084238843673
Suzuka,"[19, 33]",0.07174846135155563
Suzuka,"[11, 37]",0.07176243403240376
Suzuka,"[17, 42]",0.0717717052939624
Suzuka,"[9, 27]",0.07178379167116798
Suzuka,"[8, 28]",0.07179038907397255
Suzuka,"[18, 42]",0.07179419870032692
Suzuka,"[13, 40]",0.07181175568833946
Suzuka,"[12, 38]",0.07182935023787829
Suzuka,"[8, 30]",0.07186491399637318
Suzuka,"[22, 43]",0.07192908342821352
Suzuka,"[16, 42]",0.07193945394228603
Suzuka,"[19, 32]",0.07194994914542369
Suzuka,"[25, 42]",0.07195246663328717
Suzuka,"[8, 27]",0.07196629007162339
Suzuka,"[14, 34]",0.07197537120456199
Suzuka,"[8, 31]",0.07199898560430965
Suzuka,"[20, 33]",0.07203987045416227
Suzuka,"[25, 36]",0.07206291534088795
Suzuka,"[21, 43]",0.07212954849643344
Suzuka,"[12, 32]",0.07214610604519785
Suzuka,"[15, 26]",0.07218222437354534
Suzuka,"[23, 43]",0.07218230447408684
Suzuka,"[11, 32]",0.07221641350169891
Suzuka,"[12, 33]",0.07223602735393639
Suzuka,"[8, 35]",0.07230735359095199
Suzuka,"[9, 36]",0.07232980116110271
Suzuka,"[20, 43]",0.07233001356465336
Suzuka,"[16, 27]",0.07233564846196942
Suzuka,"[17, 28]",0.07236289441949957
Suzuka,"[25, 35]",0.07236925149656889
Suzuka,"[11, 38]",0.0723869076099991
Suzuka,"[10, 37]",0.07239221553986622
Suzuka,"[20, 31]",0.07239351928798132
Suzuka,"[16, 34]",0.07240545032404208
Suzuka,"[24, 43]",0.0724355255199602
Suzuka,"[12, 39]",0.07245382381547363
Suzuka,"[19, 30]",0.07245991274826478
Suzuka,"[14, 42]",0.07248387465404542
Suzuka,"[11, 33]",0.07250679987865738
Suzuka,"[18, 29]",0.07252630620854826
Suzuka,"[19, 43]",0.0725304786328733
Suzuka,"[10, 32]",0.07255941016176154
Suzuka,"[22, 44]",0.07255951499243751
Suzuka,"[20, 32]",0.07257090628020611
Suzuka,"[17, 34]",0.07260859727922314
Suzuka,"[23, 44]",0.07261227097009092
Suzuka,"[13, 34]",0.07261742798551256
Suzuka,"[15, 34]",0.07262641527740693
Suzuka,"[26, 40]",0.07262848581279777
Suzuka,"[16, 26]",0.0726447942396665
Suzuka,"[15, 42]",0.0726476688112706
Suzuka,"[26, 39]",0.07265343041679342
Suzuka,"[21, 33]",0.07266082758894468
Suzuka,"[13, 41]",0.0726772269934124
Suzuka,"[25, 43]",0.07268874656583353
Suzuka,"[18, 43]",0.07273094370109319
Suzuka,"[21, 44]",0.07275998006065744
Suzuka,"[26, 41]",0.07282705499048653
Suzuka,"[18, 34]",0.07284514907546007
Suzuka,"[10, 33]",0.07284979653872004
Suzuka,"[19, 34]",0.07285874239711253
Suzuka,"[24, 44]",0.07286549201596426
Suzuka,"[15, 25]",0.07286684970658114
Suzuka,"[17, 43]",0.07287888083001341
Suzuka,"[9, 32]",0.07290240682182422
Suzuka,"[20, 44]",0.07296044512887735
Suzuka,"[26, 38]",0.0729649111964014
Suzuka,"[8, 36]",0.07299954947717795
Suzuka,"[11, 39]",0.07301138118759445
Suzuka,"[10, 38]",0.07301668911746156
Suzuka,"[9, 37]",0.07302199704732869
Suzuka,"[20, 34]",0.07303839460887701
Suzuka,"[21, 31]",0.0730770541074673
Suzuka,"[25, 44]",0.0731187130618376
Suzuka,"[20, 30]",0.07314344756775076
Suzuka,"[19, 44]",0.0731609101970973
Suzuka,"[16, 43]",0.07316298379045214
Suzuka,"[9, 33]",0.0731927931987827
Suzuka,"[12, 40]",0.0732075382297044
Suzuka,"[19, 29]",0.07320984102803423
Suzuka,"[17, 27]",0.07322233023663645
Suzuka,"[26, 42]",0.07326216611041766
Suzuka,"[18, 28]",0.07326938771357001
Suzuka,"[8, 32]",0.07328537029049959
Suzuka,"[21, 34]",0.07332980371148363
